Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Pony_Champion_MareaLee_Chatter_Idle_3_Key,Text,,,,,"The covenant brought peace.","The covenant brought peace.","The covenant brought peace.","The covenant brought peace.","The covenant brought peace.","The covenant brought peace."
Pony_Champion_MareaLee_Chatter_Idle_4_Key,Text,,,,,"Why can't we get along?","Why can't we get along?","Why can't we get along?","Why can't we get along?","Why can't we get along?","Why can't we get along?"
Pony_Champion_MareaLee_Chatter_Idle_5_Key,Text,,,,,"I'll let you scratch my ears if you surrender.","I'll let you scratch my ears if you surrender.","I'll let you scratch my ears if you surrender.","I'll let you scratch my ears if you surrender.","I'll let you scratch my ears if you surrender.","I'll let you scratch my ears if you surrender."
Pony_Champion_MareaLee_Chatter_Idle_6_Key,Text,,,,,"Hell must always exist.","Hell must always exist.","Hell must always exist.","Hell must always exist.","Hell must always exist.","Hell must always exist."
Pony_Champion_MareaLee_Chatter_Idle_7_Key,Text,,,,,"Everypony, to me!","Everypony, to me!","Everypony, to me!","Everypony, to me!","Everypony, to me!","Everypony, to me!"
Pony_Champion_MareaLee_Chatter_Idle_8_Key,Text,,,,,"With my friends at my side, we can save Hell!","With my friends at my side, we can save Hell!","With my friends at my side, we can save Hell!","With my friends at my side, we can save Hell!","With my friends at my side, we can save Hell!","With my friends at my side, we can save Hell!"
Pony_Champion_MareaLee_Chatter_Idle_9_Key,Text,,,,,"Don't forget your homework tomorrow.","Don't forget your homework tomorrow.","Don't forget your homework tomorrow.","Don't forget your homework tomorrow.","Don't forget your homework tomorrow.","Don't forget your homework tomorrow."
Pony_Champion_MareaLee_Chatter_Added_1_Key,Text,,,,,"Welcome to Hell, my little ponies.","Welcome to Hell, my little ponies.","Welcome to Hell, my little ponies.","Welcome to Hell, my little ponies.","Welcome to Hell, my little ponies.","Welcome to Hell, my little ponies."
Pony_Champion_MareaLee_Chatter_Attacking_1_Key,Text,,,,,"I'll school you in pain.","I'll school you in pain.","I'll school you in pain.","I'll school you in pain.","I'll school you in pain.","I'll school you in pain."
Pony_Champion_MareaLee_Chatter_Slayed_1_Key,Text,,,,,"See you in Hell!","See you in Hell!","See you in Hell!","See you in Hell!","See you in Hell!","See you in Hell!"
Pony_Champion_MareaLee_Chatter_Trigger_PostCombat_1_Key,Text,,,,,"Relax and stay calm.","Relax and stay calm.","Relax and stay calm.","Relax and stay calm.","Relax and stay calm.","Relax and stay calm."
Pony_Champion_MareaLee_Chatter_Trigger_EndOfTurn_1_Key,Text,,,,,"Study their weaknesses.","Study their weaknesses.","Study their weaknesses.","Study their weaknesses.","Study their weaknesses.","Study their weaknesses."
,,,,,,,,,,,
,,,,,,,,,,,
Pony_Champion_Tantabus_Name_Key,Text,,,,,Tantabus,Tantabus,Tantabus,Tantabus,Tantabus,Tantabus
Pony_Champion_Tantabus_Lore_Key,Text,,,,,"With Hell frozen over, there's no outlet for the souls of sinners who would otherwise be drawn to the pyre of Hell. Now, they linger, festering as wandering wraiths. Thanks to the short-sighted efforts of the Seraph, who knows what kind of darkness is growing in the wild edges of these lands? The destruction of Hell is untenable, and it's only a matter of time before something truly horrific arises in its absence.","With Hell frozen over, there's no outlet for the souls of sinners who would otherwise be drawn to the pyre of Hell. Now, they linger, festering as wandering wraiths. Thanks to the short-sighted efforts of the Seraph, who knows what kind of darkness is growing in the wild edges of these lands? The destruction of Hell is untenable, and it's only a matter of time before something truly horrific arises in its absence.","With Hell frozen over, there's no outlet for the souls of sinners who would otherwise be drawn to the pyre of Hell. Now, they linger, festering as wandering wraiths. Thanks to the short-sighted efforts of the Seraph, who knows what kind of darkness is growing in the wild edges of these lands? The destruction of Hell is untenable, and it's only a matter of time before something truly horrific arises in its absence.","With Hell frozen over, there's no outlet for the souls of sinners who would otherwise be drawn to the pyre of Hell. Now, they linger, festering as wandering wraiths. Thanks to the short-sighted efforts of the Seraph, who knows what kind of darkness is growing in the wild edges of these lands? The destruction of Hell is untenable, and it's only a matter of time before something truly horrific arises in its absence.","With Hell frozen over, there's no outlet for the souls of sinners who would otherwise be drawn to the pyre of Hell. Now, they linger, festering as wandering wraiths. Thanks to the short-sighted efforts of the Seraph, who knows what kind of darkness is growing in the wild edges of these lands? The destruction of Hell is untenable, and it's only a matter of time before something truly horrific arises in its absence.","With Hell frozen over, there's no outlet for the souls of sinners who would otherwise be drawn to the pyre of Hell. Now, they linger, festering as wandering wraiths. Thanks to the short-sighted efforts of the Seraph, who knows what kind of darkness is growing in the wild edges of these lands? The destruction of Hell is untenable, and it's only a matter of time before something truly horrific arises in its absence."
Pony_Champion_Tantabus_PsychosisI_Title_Key,Text,,,,,Psychosis,Psychosis,Psychosis,Psychosis,Psychosis,Psychosis
Pony_Champion_Tantabus_PsychosisI_Description_Key,Text,,,,,<b>Incant</b>: +1 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +1 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +1 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +1 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +1 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +1 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.
Pony_Champion_Tantabus_PsychosisI_Trigger0_Key,Text,,,,,+1 Magic power to spells in hand.,+1 Magic power to spells in hand.,+1 Magic power to spells in hand.,+1 Magic power to spells in hand.,+1 Magic power to spells in hand.,+1 Magic power to spells in hand.
Pony_Champion_Tantabus_PsychosisI_Trigger1_Key,Text,,,,,<b>Freeze</b> all Night Terrors.,<b>Freeze</b> all Night Terrors.,<b>Freeze</b> all Night Terrors.,<b>Freeze</b> all Night Terrors.,<b>Freeze</b> all Night Terrors.,<b>Freeze</b> all Night Terrors.
Pony_Champion_Tantabus_PsychosisII_Title_Key,Text,,,,,Psychosis II,Psychosis II,Psychosis II,Psychosis II,Psychosis II,Psychosis II
Pony_Champion_Tantabus_PsychosisII_Description_Key,Text,,,,,<b>Incant</b>: +2 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +2 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +2 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +2 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +2 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +2 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.
Pony_Champion_Tantabus_PsychosisII_Trigger0_Key,Text,,,,,+2 Magic power to spells in hand.,+2 Magic power to spells in hand.,+2 Magic power to spells in hand.,+2 Magic power to spells in hand.,+2 Magic power to spells in hand.,+2 Magic power to spells in hand.
Pony_Champion_Tantabus_PsychosisIII_Title_Key,Text,,,,,Psychosis III,Psychosis III,Psychosis III,Psychosis III,Psychosis III,Psychosis III
Pony_Champion_Tantabus_PsychosisIII_Description_Key,Text,,,,,<b>Incant</b>: +3 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +3 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +3 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +3 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +3 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.,<b>Incant</b>: +3 Magic power to spells in hand.<br><b>End of Turn: <b>Freeze</b> all Night Terrors.
Pony_Champion_Tantabus_PsychosisIII_Trigger0_Key,Text,,,,,+3 Magic power to spells in hand.,+3 Magic power to spells in hand.,+3 Magic power to spells in hand.,+3 Magic power to spells in hand.,+3 Magic power to spells in hand.,+3 Magic power to spells in hand.
Pony_Champion_Tantabus_NightmareI_Title_Key,Text,,,,,Nightmare,Nightmare,Nightmare,Nightmare,Nightmare,Nightmare
Pony_Champion_Tantabus_NightmareI_Description_Key,Text,,,,,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +3[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +3[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +3[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +3[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +3[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +3[attack] permanently.
Pony_Champion_Tantabus_NightmareI_Trigger0_Key,Text,,,,,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.
Pony_Champion_Tantabus_NightmareI_Trigger1_Key,Text,,,,,Gain +3[attack] permanently.,Gain +3[attack] permanently.,Gain +3[attack] permanently.,Gain +3[attack] permanently.,Gain +3[attack] permanently.,Gain +3[attack] permanently.
Pony_Champion_Tantabus_NightmareII_Title_Key,Text,,,,,Nightmare II,Nightmare II,Nightmare II,Nightmare II,Nightmare II,Nightmare II
Pony_Champion_Tantabus_NightmareII_Description_Key,Text,,,,,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +4[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +4[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +4[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +4[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +4[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +4[attack] permanently.
Pony_Champion_Tantabus_NightmareII_Trigger0_Key,Text,,,,,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.
Pony_Champion_Tantabus_NightmareII_Trigger1_Key,Text,,,,,Gain +4[attack] permanently.,Gain +4[attack] permanently.,Gain +4[attack] permanently.,Gain +4[attack] permanently.,Gain +4[attack] permanently.,Gain +4[attack] permanently.
Pony_Champion_Tantabus_NightmareIII_Title_Key,Text,,,,,Nightmare III,Nightmare III,Nightmare III,Nightmare III,Nightmare III,Nightmare III
Pony_Champion_Tantabus_NightmareIII_Description_Key,Text,,,,,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +5[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +5[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +5[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +5[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +5[attack] permanently.,<b>Resolve</b>: Kill all Pony units.<br><b>Slay</b>: Gain +5[attack] permanently.
Pony_Champion_Tantabus_NightmareIII_Trigger0_Key,Text,,,,,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.,Kill all Pony units.
